11	71	107	161	255
12	209	222	250	255
21	222	202	202	255
22	217	148	130	255
23	238	0	0	255
24	171	0	0	255
31	179	174	163	255
41	104	171	99	255
42	28	99	48	255
43	181	202	143	255
51	166	140	48	255
52	204	186	125	255
71	227	227	194	255
72	202	202	120	255
73	153	194	71	255
74	120	174	148	255
81	220	217	61	255
82	171	112	40	255
90	186	217	235	255
95	112	163	186	255
nv	255	255	255	0
